clf,dataset_name,dataset_type,auc,distances
RSIF,36_speech,numerical,0.4027,manh_eucl_cheb
RSIF,36_speech,numerical,0.3709,manh_eucl_cheb
RSIF,36_speech,numerical,0.2912,manh_eucl_cheb
RSIF,36_speech,numerical,0.409,manh_eucl_cheb
RSIF,36_speech,numerical,0.3469,manh_eucl_cheb
RSIF,36_speech,numerical,0.4744,manh_eucl_cheb
RSIF,36_speech,numerical,0.4613,manh_eucl_cheb
RSIF,36_speech,numerical,0.4428,manh_eucl
RSIF,36_speech,numerical,0.5166,manh_eucl
RSIF,36_speech,numerical,0.4057,manh_eucl
RSIF,36_speech,numerical,0.4032,manh_eucl
RSIF,36_speech,numerical,0.3564,manh_eucl
RSIF,36_speech,numerical,0.3181,manh_eucl
RSIF,36_speech,numerical,0.4256,manh_eucl
RSIF,36_speech,numerical,0.3216,manh_eucl
RSIF,36_speech,numerical,0.459,manh_eucl
RSIF,36_speech,numerical,0.455,manh_eucl
RSIF,36_speech,numerical,0.4386,manh_cosi_cheb
RSIF,36_speech,numerical,0.5312,manh_cosi_cheb
RSIF,36_speech,numerical,0.4581,manh_cosi_cheb
RSIF,36_speech,numerical,0.4036,manh_cosi_cheb
RSIF,36_speech,numerical,0.4223,manh_cosi_cheb
RSIF,36_speech,numerical,0.4658,manh_cosi_cheb
RSIF,36_speech,numerical,0.5094,manh_cosi_cheb
RSIF,36_speech,numerical,0.3744,manh_cosi_cheb
RSIF,36_speech,numerical,0.5441,manh_cosi_cheb
RSIF,36_speech,numerical,0.491,manh_cosi_cheb
RSIF,36_speech,numerical,0.4759,manh_cosi
RSIF,36_speech,numerical,0.6054,manh_cosi
RSIF,36_speech,numerical,0.4646,manh_cosi
RSIF,36_speech,numerical,0.4846,manh_cosi
RSIF,36_speech,numerical,0.5226,manh_cosi
RSIF,36_speech,numerical,0.2827,manh_cosi
RSIF,36_speech,numerical,0.4646,manh_cosi
RSIF,36_speech,numerical,0.3158,manh_cosi
RSIF,36_speech,numerical,0.5327,manh_cosi
RSIF,36_speech,numerical,0.4579,manh_cosi
RSIF,36_speech,numerical,0.4384,manh_cheb
RSIF,36_speech,numerical,0.5515,manh_cheb
RSIF,36_speech,numerical,0.4076,manh_cheb
RSIF,36_speech,numerical,0.4136,manh_cheb
RSIF,36_speech,numerical,0.3657,manh_cheb
RSIF,36_speech,numerical,0.3099,manh_cheb
RSIF,36_speech,numerical,0.4012,manh_cheb
RSIF,36_speech,numerical,0.3207,manh_cheb
RSIF,36_speech,numerical,0.4561,manh_cheb
RSIF,36_speech,numerical,0.4394,manh_cheb
RSIF,36_speech,numerical,0.4509,manh
RSIF,36_speech,numerical,0.4798,manh
RSIF,36_speech,numerical,0.4385,manh
RSIF,36_speech,numerical,0.4828,manh
RSIF,36_speech,numerical,0.3771,manh
RSIF,36_speech,numerical,0.3136,manh
RSIF,36_speech,numerical,0.3905,manh
RSIF,36_speech,numerical,0.3563,manh
RSIF,36_speech,numerical,0.464,manh
RSIF,36_speech,numerical,0.4482,manh
RSIF,36_speech,numerical,0.4326,eucl_cosi_cheb
RSIF,36_speech,numerical,0.5428,eucl_cosi_cheb
RSIF,36_speech,numerical,0.4238,eucl_cosi_cheb
RSIF,36_speech,numerical,0.4585,eucl_cosi_cheb
RSIF,36_speech,numerical,0.4394,eucl_cosi_cheb
RSIF,36_speech,numerical,0.3887,eucl_cosi_cheb
RSIF,36_speech,numerical,0.5114,eucl_cosi_cheb
RSIF,36_speech,numerical,0.3346,eucl_cosi_cheb
RSIF,36_speech,numerical,0.4886,eucl_cosi_cheb
RSIF,36_speech,numerical,0.4653,eucl_cosi_cheb
RSIF,36_speech,numerical,0.5103,eucl_cosi
RSIF,36_speech,numerical,0.5402,eucl_cosi
RSIF,36_speech,numerical,0.3885,eucl_cosi
RSIF,36_speech,numerical,0.4363,eucl_cosi
RSIF,36_speech,numerical,0.416,eucl_cosi
RSIF,36_speech,numerical,0.3681,eucl_cosi
RSIF,36_speech,numerical,0.388,eucl_cosi
RSIF,36_speech,numerical,0.4215,eucl_cosi
RSIF,36_speech,numerical,0.5339,eucl_cosi
RSIF,36_speech,numerical,0.4555,eucl_cosi
RSIF,36_speech,numerical,0.4231,eucl_cheb
RSIF,36_speech,numerical,0.5808,eucl_cheb
RSIF,36_speech,numerical,0.4197,eucl_cheb
RSIF,36_speech,numerical,0.4363,eucl_cheb
RSIF,36_speech,numerical,0.338,eucl_cheb
RSIF,36_speech,numerical,0.3597,eucl_cheb
RSIF,36_speech,numerical,0.4246,eucl_cheb
RSIF,36_speech,numerical,0.2938,eucl_cheb
RSIF,36_speech,numerical,0.5253,eucl_cheb
RSIF,36_speech,numerical,0.4786,eucl_cheb
RSIF,36_speech,numerical,0.4742,eucl
RSIF,36_speech,numerical,0.5694,eucl
RSIF,36_speech,numerical,0.3929,eucl
RSIF,36_speech,numerical,0.4362,eucl
RSIF,36_speech,numerical,0.3297,eucl
RSIF,36_speech,numerical,0.361,eucl
RSIF,36_speech,numerical,0.4123,eucl
RSIF,36_speech,numerical,0.2819,eucl
RSIF,36_speech,numerical,0.5288,eucl
RSIF,36_speech,numerical,0.4964,eucl
RSIF,36_speech,numerical,0.4299,cosi_cheb
RSIF,36_speech,numerical,0.5421,cosi_cheb
RSIF,36_speech,numerical,0.4145,cosi_cheb
RSIF,36_speech,numerical,0.4141,cosi_cheb
RSIF,36_speech,numerical,0.3522,cosi_cheb
RSIF,36_speech,numerical,0.5544,cosi_cheb
RSIF,36_speech,numerical,0.4225,cosi_cheb
RSIF,36_speech,numerical,0.4266,cosi_cheb
RSIF,36_speech,numerical,0.4571,cosi_cheb
RSIF,36_speech,numerical,0.505,cosi_cheb
RSIF,36_speech,numerical,0.5374,cosi
RSIF,36_speech,numerical,0.6109,cosi
RSIF,36_speech,numerical,0.4796,cosi
RSIF,36_speech,numerical,0.6039,cosi
RSIF,36_speech,numerical,0.4619,cosi
RSIF,36_speech,numerical,0.5571,cosi
RSIF,36_speech,numerical,0.4107,cosi
RSIF,36_speech,numerical,0.5311,cosi
RSIF,36_speech,numerical,0.5069,cosi
RSIF,36_speech,numerical,0.4993,cosi
RSIF,36_speech,numerical,0.4626,cheb
RSIF,36_speech,numerical,0.5096,cheb
RSIF,36_speech,numerical,0.454,cheb
RSIF,36_speech,numerical,0.4672,cheb
RSIF,36_speech,numerical,0.4279,cheb
RSIF,36_speech,numerical,0.3679,cheb
RSIF,36_speech,numerical,0.4286,cheb
RSIF,36_speech,numerical,0.346,cheb
RSIF,36_speech,numerical,0.5484,cheb
RSIF,36_speech,numerical,0.5054,cheb
RSIF,6_cardio,numerical,0.9223,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9255,manh_eucl_cosi
RSIF,6_cardio,numerical,0.8975,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9167,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9158,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9636,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9114,manh_eucl_cosi
RSIF,6_cardio,numerical,0.907,manh_eucl_cosi
RSIF,6_cardio,numerical,0.8988,manh_eucl_cosi
RSIF,6_cardio,numerical,0.8949,manh_eucl_cosi
RSIF,6_cardio,numerical,0.9636,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9426,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9522,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9396,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9185,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9825,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9598,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9453,manh_eucl_cheb
RSIF,6_cardio,numerical,0.935,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9614,manh_eucl_cheb
RSIF,6_cardio,numerical,0.9581,manh_eucl
RSIF,6_cardio,numerical,0.9419,manh_eucl
RSIF,6_cardio,numerical,0.944,manh_eucl
RSIF,6_cardio,numerical,0.9469,manh_eucl
RSIF,6_cardio,numerical,0.9429,manh_eucl
RSIF,6_cardio,numerical,0.9494,manh_eucl
RSIF,6_cardio,numerical,0.9238,manh_eucl
RSIF,6_cardio,numerical,0.9609,manh_eucl
RSIF,6_cardio,numerical,0.923,manh_eucl
RSIF,6_cardio,numerical,0.9349,manh_eucl
RSIF,6_cardio,numerical,0.9609,manh_cosi_cheb
RSIF,6_cardio,numerical,0.8837,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9287,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9437,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9256,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9684,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9259,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9436,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9293,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9373,manh_cosi_cheb
RSIF,6_cardio,numerical,0.9237,manh_cosi
RSIF,6_cardio,numerical,0.8668,manh_cosi
RSIF,6_cardio,numerical,0.8644,manh_cosi
RSIF,6_cardio,numerical,0.8607,manh_cosi
RSIF,6_cardio,numerical,0.8795,manh_cosi
RSIF,6_cardio,numerical,0.9245,manh_cosi
RSIF,6_cardio,numerical,0.8459,manh_cosi
RSIF,6_cardio,numerical,0.8913,manh_cosi
RSIF,6_cardio,numerical,0.8897,manh_cosi
RSIF,6_cardio,numerical,0.8404,manh_cosi
RSIF,6_cardio,numerical,0.9738,manh_cheb
RSIF,6_cardio,numerical,0.9481,manh_cheb
RSIF,6_cardio,numerical,0.9421,manh_cheb
RSIF,6_cardio,numerical,0.9484,manh_cheb
RSIF,6_cardio,numerical,0.9569,manh_cheb
RSIF,6_cardio,numerical,0.9791,manh_cheb
RSIF,6_cardio,numerical,0.9474,manh_cheb
RSIF,6_cardio,numerical,0.9411,manh_cheb
RSIF,6_cardio,numerical,0.9437,manh_cheb
RSIF,6_cardio,numerical,0.955,manh_cheb
RSIF,6_cardio,numerical,0.9492,manh
RSIF,6_cardio,numerical,0.9234,manh
RSIF,6_cardio,numerical,0.9347,manh
RSIF,6_cardio,numerical,0.9258,manh
RSIF,6_cardio,numerical,0.9421,manh
RSIF,6_cardio,numerical,0.9797,manh
RSIF,6_cardio,numerical,0.9445,manh
RSIF,6_cardio,numerical,0.9517,manh
RSIF,6_cardio,numerical,0.9171,manh
RSIF,6_cardio,numerical,0.942,manh
RSIF,6_cardio,numerical,0.9388,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9402,eucl_cosi_cheb
RSIF,6_cardio,numerical,0.9119,eucl_cosi_cheb
