clf,dataset_name,dataset_type,auc,max_samples
IForest,DHFR,graph,0.37,256
IForest,DHFR,graph,0.6043,256
IForest,DHFR,graph,0.4743,256
IForest,DHFR,graph,0.5504,256
IForest,DHFR,graph,0.6023,256
IForest,DHFR,graph,0.6583,256
IForest,DHFR,graph,0.4317,512
IForest,DHFR,graph,0.5478,512
IForest,DHFR,graph,0.4625,512
IForest,DHFR,graph,0.443,512
IForest,DHFR,graph,0.3772,512
IForest,DHFR,graph,0.6259,512
IForest,DHFR,graph,0.4866,512
IForest,DHFR,graph,0.5534,512
IForest,DHFR,graph,0.5992,512
IForest,DHFR,graph,0.6562,512
IForest,ad_nominal,binary,0.6591,64
IForest,ad_nominal,binary,0.6675,64
IForest,ad_nominal,binary,0.7306,64
IForest,ad_nominal,binary,0.7025,64
IForest,ad_nominal,binary,0.667,64
IForest,ad_nominal,binary,0.7435,64
IForest,ad_nominal,binary,0.7232,64
IForest,ad_nominal,binary,0.7138,64
IForest,ad_nominal,binary,0.6327,64
IForest,ad_nominal,binary,0.6709,64
IForest,ad_nominal,binary,0.7141,128
IForest,ad_nominal,binary,0.7143,128
IForest,ad_nominal,binary,0.702,128
IForest,ad_nominal,binary,0.7024,128
IForest,ad_nominal,binary,0.6676,128
IForest,ad_nominal,binary,0.6992,128
IForest,ad_nominal,binary,0.6888,128
IForest,ad_nominal,binary,0.714,128
IForest,ad_nominal,binary,0.7109,128
IForest,ad_nominal,binary,0.686,128
IForest,ad_nominal,binary,0.6964,256
IForest,ad_nominal,binary,0.7044,256
IForest,ad_nominal,binary,0.7182,256
IForest,ad_nominal,binary,0.6927,256
IForest,ad_nominal,binary,0.684,256
IForest,ad_nominal,binary,0.7186,256
IForest,ad_nominal,binary,0.6569,256
IForest,ad_nominal,binary,0.7155,256
IForest,ad_nominal,binary,0.717,256
IForest,ad_nominal,binary,0.6975,256
IForest,ad_nominal,binary,0.6965,512
IForest,ad_nominal,binary,0.6622,512
IForest,ad_nominal,binary,0.7312,512
IForest,ad_nominal,binary,0.6631,512
IForest,ad_nominal,binary,0.6866,512
IForest,ad_nominal,binary,0.695,512
IForest,ad_nominal,binary,0.65,512
IForest,ad_nominal,binary,0.6952,512
IForest,ad_nominal,binary,0.6742,512
IForest,ad_nominal,binary,0.6825,512
IForest,TwoLeadECG,timeseries,0.8527,64
IForest,TwoLeadECG,timeseries,0.8724,64
IForest,TwoLeadECG,timeseries,0.7384,64
IForest,TwoLeadECG,timeseries,0.8546,64
IForest,TwoLeadECG,timeseries,0.7073,64
IForest,TwoLeadECG,timeseries,0.814,64
IForest,TwoLeadECG,timeseries,0.7765,64
IForest,TwoLeadECG,timeseries,0.7289,64
IForest,TwoLeadECG,timeseries,0.7708,64
IForest,TwoLeadECG,timeseries,0.6978,64
IForest,TwoLeadECG,timeseries,0.8527,128
IForest,TwoLeadECG,timeseries,0.9054,128
IForest,TwoLeadECG,timeseries,0.7803,128
IForest,TwoLeadECG,timeseries,0.8584,128
IForest,TwoLeadECG,timeseries,0.7302,128
IForest,TwoLeadECG,timeseries,0.8337,128
IForest,TwoLeadECG,timeseries,0.8063,128
IForest,TwoLeadECG,timeseries,0.7625,128
IForest,TwoLeadECG,timeseries,0.7625,128
IForest,TwoLeadECG,timeseries,0.7225,128
IForest,TwoLeadECG,timeseries,0.8806,256
IForest,TwoLeadECG,timeseries,0.8978,256
IForest,TwoLeadECG,timeseries,0.8114,256
IForest,TwoLeadECG,timeseries,0.894,256
IForest,TwoLeadECG,timeseries,0.7562,256
IForest,TwoLeadECG,timeseries,0.8914,256
IForest,TwoLeadECG,timeseries,0.8063,256
IForest,TwoLeadECG,timeseries,0.7562,256
IForest,TwoLeadECG,timeseries,0.8095,256
IForest,TwoLeadECG,timeseries,0.7054,256
IForest,TwoLeadECG,timeseries,0.8952,512
IForest,TwoLeadECG,timeseries,0.9187,512
IForest,TwoLeadECG,timeseries,0.8216,512
IForest,TwoLeadECG,timeseries,0.8813,512
IForest,TwoLeadECG,timeseries,0.7797,512
IForest,TwoLeadECG,timeseries,0.8984,512
IForest,TwoLeadECG,timeseries,0.8413,512
IForest,TwoLeadECG,timeseries,0.7575,512
IForest,TwoLeadECG,timeseries,0.7949,512
IForest,TwoLeadECG,timeseries,0.727,512
IForest,agnews_1,nlp,0.6796,64
IForest,agnews_1,nlp,0.7073,64
IForest,agnews_1,nlp,0.6981,64
IForest,agnews_1,nlp,0.7092,64
IForest,agnews_1,nlp,0.731,64
IForest,agnews_1,nlp,0.6724,64
IForest,agnews_1,nlp,0.7098,64
IForest,agnews_1,nlp,0.6923,64
IForest,agnews_1,nlp,0.6931,64
IForest,agnews_1,nlp,0.6835,64
IForest,agnews_1,nlp,0.6687,128
IForest,agnews_1,nlp,0.7144,128
IForest,agnews_1,nlp,0.7279,128
IForest,agnews_1,nlp,0.7525,128
IForest,agnews_1,nlp,0.7522,128
IForest,agnews_1,nlp,0.7456,128
IForest,agnews_1,nlp,0.7148,128
IForest,agnews_1,nlp,0.7131,128
IForest,agnews_1,nlp,0.7149,128
IForest,agnews_1,nlp,0.6885,128
IForest,agnews_1,nlp,0.6737,256
IForest,agnews_1,nlp,0.7337,256
IForest,agnews_1,nlp,0.7164,256
IForest,agnews_1,nlp,0.7479,256
IForest,agnews_1,nlp,0.7383,256
IForest,agnews_1,nlp,0.738,256
IForest,agnews_1,nlp,0.7188,256
IForest,agnews_1,nlp,0.719,256
IForest,agnews_1,nlp,0.7434,256
IForest,agnews_1,nlp,0.7316,256
IForest,agnews_1,nlp,0.7071,512
IForest,agnews_1,nlp,0.753,512
IForest,agnews_1,nlp,0.7341,512
IForest,agnews_1,nlp,0.7487,512
IForest,agnews_1,nlp,0.7345,512
IForest,agnews_1,nlp,0.7223,512
IForest,agnews_1,nlp,0.7212,512
IForest,agnews_1,nlp,0.7478,512
IForest,agnews_1,nlp,0.7137,512
IForest,agnews_1,nlp,0.7201,512
