clf,dataset_name,dataset_type,auc,pairs_strategy,distance
RSIF,26_optdigits,numerical,0.3148,random,Cheb
RSIF,26_optdigits,numerical,0.5683,global,Manh
RSIF,26_optdigits,numerical,0.5655,global,Manh
RSIF,26_optdigits,numerical,0.4686,global,Manh
RSIF,26_optdigits,numerical,0.5861,global,Manh
RSIF,26_optdigits,numerical,0.4236,global,Manh
RSIF,26_optdigits,numerical,0.5139,global,Manh
RSIF,26_optdigits,numerical,0.4889,global,Manh
RSIF,26_optdigits,numerical,0.3828,global,Manh
RSIF,26_optdigits,numerical,0.6651,global,Manh
RSIF,26_optdigits,numerical,0.4111,global,Manh
RSIF,26_optdigits,numerical,0.3244,global,Eucl
RSIF,26_optdigits,numerical,0.3946,global,Eucl
RSIF,26_optdigits,numerical,0.4834,global,Eucl
RSIF,26_optdigits,numerical,0.5146,global,Eucl
RSIF,26_optdigits,numerical,0.4848,global,Eucl
RSIF,26_optdigits,numerical,0.4112,global,Eucl
RSIF,26_optdigits,numerical,0.4688,global,Eucl
RSIF,26_optdigits,numerical,0.4004,global,Eucl
RSIF,26_optdigits,numerical,0.3542,global,Eucl
RSIF,26_optdigits,numerical,0.3496,global,Eucl
RSIF,26_optdigits,numerical,0.7145,global,Cosi
RSIF,26_optdigits,numerical,0.5901,global,Cosi
RSIF,26_optdigits,numerical,0.5649,global,Cosi
RSIF,26_optdigits,numerical,0.6457,global,Cosi
RSIF,26_optdigits,numerical,0.4497,global,Cosi
RSIF,26_optdigits,numerical,0.6619,global,Cosi
RSIF,26_optdigits,numerical,0.7478,global,Cosi
RSIF,26_optdigits,numerical,0.808,global,Cosi
RSIF,26_optdigits,numerical,0.6988,global,Cosi
RSIF,26_optdigits,numerical,0.6802,global,Cosi
RSIF,26_optdigits,numerical,0.2153,global,Cheb
RSIF,26_optdigits,numerical,0.409,global,Cheb
RSIF,26_optdigits,numerical,0.3395,global,Cheb
RSIF,26_optdigits,numerical,0.3756,global,Cheb
RSIF,26_optdigits,numerical,0.2126,global,Cheb
RSIF,26_optdigits,numerical,0.3824,global,Cheb
RSIF,26_optdigits,numerical,0.2528,global,Cheb
RSIF,26_optdigits,numerical,0.3413,global,Cheb
RSIF,26_optdigits,numerical,0.3072,global,Cheb
RSIF,26_optdigits,numerical,0.4043,global,Cheb
RSIF,26_optdigits,numerical,0.4898,local,Manh
RSIF,26_optdigits,numerical,0.4202,local,Manh
RSIF,26_optdigits,numerical,0.4289,local,Manh
RSIF,26_optdigits,numerical,0.3286,local,Manh
RSIF,26_optdigits,numerical,0.3546,local,Manh
RSIF,26_optdigits,numerical,0.3662,local,Manh
RSIF,26_optdigits,numerical,0.3709,local,Manh
RSIF,26_optdigits,numerical,0.4125,local,Manh
RSIF,26_optdigits,numerical,0.5586,local,Manh
RSIF,26_optdigits,numerical,0.4365,local,Manh
RSIF,26_optdigits,numerical,0.3914,local,Eucl
RSIF,26_optdigits,numerical,0.4175,local,Eucl
RSIF,26_optdigits,numerical,0.453,local,Eucl
RSIF,26_optdigits,numerical,0.3183,local,Eucl
RSIF,26_optdigits,numerical,0.3506,local,Eucl
RSIF,26_optdigits,numerical,0.4457,local,Eucl
RSIF,26_optdigits,numerical,0.3171,local,Eucl
RSIF,26_optdigits,numerical,0.452,local,Eucl
RSIF,26_optdigits,numerical,0.3957,local,Eucl
RSIF,26_optdigits,numerical,0.4854,local,Eucl
RSIF,26_optdigits,numerical,0.514,local,Cosi
RSIF,26_optdigits,numerical,0.4821,local,Cosi
RSIF,26_optdigits,numerical,0.6456,local,Cosi
RSIF,26_optdigits,numerical,0.596,local,Cosi
RSIF,26_optdigits,numerical,0.5179,local,Cosi
RSIF,26_optdigits,numerical,0.493,local,Cosi
RSIF,26_optdigits,numerical,0.5967,local,Cosi
RSIF,26_optdigits,numerical,0.657,local,Cosi
RSIF,26_optdigits,numerical,0.6042,local,Cosi
RSIF,26_optdigits,numerical,0.4915,local,Cosi
RSIF,26_optdigits,numerical,0.2556,local,Cheb
RSIF,26_optdigits,numerical,0.4083,local,Cheb
RSIF,26_optdigits,numerical,0.3123,local,Cheb
RSIF,26_optdigits,numerical,0.3077,local,Cheb
RSIF,26_optdigits,numerical,0.2966,local,Cheb
RSIF,26_optdigits,numerical,0.3521,local,Cheb
RSIF,26_optdigits,numerical,0.3099,local,Cheb
RSIF,26_optdigits,numerical,0.3137,local,Cheb
RSIF,26_optdigits,numerical,0.2414,local,Cheb
RSIF,26_optdigits,numerical,0.3744,local,Cheb
RSIF,26_optdigits,numerical,0.4113,two_step,Manh
RSIF,26_optdigits,numerical,0.3922,two_step,Manh
RSIF,26_optdigits,numerical,0.4671,two_step,Manh
RSIF,26_optdigits,numerical,0.537,two_step,Manh
RSIF,26_optdigits,numerical,0.4759,two_step,Manh
RSIF,26_optdigits,numerical,0.4904,two_step,Manh
RSIF,26_optdigits,numerical,0.4897,two_step,Manh
RSIF,26_optdigits,numerical,0.5164,two_step,Manh
RSIF,26_optdigits,numerical,0.4269,two_step,Manh
RSIF,26_optdigits,numerical,0.5024,two_step,Manh
RSIF,26_optdigits,numerical,0.3943,two_step,Eucl
RSIF,26_optdigits,numerical,0.3916,two_step,Eucl
RSIF,26_optdigits,numerical,0.5523,two_step,Eucl
RSIF,26_optdigits,numerical,0.4525,two_step,Eucl
RSIF,26_optdigits,numerical,0.2983,two_step,Eucl
RSIF,26_optdigits,numerical,0.3881,two_step,Eucl
RSIF,26_optdigits,numerical,0.3744,two_step,Eucl
RSIF,26_optdigits,numerical,0.4015,two_step,Eucl
RSIF,26_optdigits,numerical,0.278,two_step,Eucl
RSIF,26_optdigits,numerical,0.3983,two_step,Eucl
RSIF,26_optdigits,numerical,0.4137,two_step,Cosi
RSIF,26_optdigits,numerical,0.447,two_step,Cosi
RSIF,26_optdigits,numerical,0.5856,two_step,Cosi
RSIF,26_optdigits,numerical,0.457,two_step,Cosi
RSIF,26_optdigits,numerical,0.7252,two_step,Cosi
RSIF,26_optdigits,numerical,0.5244,two_step,Cosi
RSIF,26_optdigits,numerical,0.4707,two_step,Cosi
RSIF,26_optdigits,numerical,0.4856,two_step,Cosi
RSIF,26_optdigits,numerical,0.6039,two_step,Cosi
RSIF,26_optdigits,numerical,0.3411,two_step,Cosi
RSIF,26_optdigits,numerical,0.2793,two_step,Cheb
RSIF,26_optdigits,numerical,0.3301,two_step,Cheb
RSIF,26_optdigits,numerical,0.2709,two_step,Cheb
RSIF,26_optdigits,numerical,0.3732,two_step,Cheb
RSIF,26_optdigits,numerical,0.3079,two_step,Cheb
RSIF,26_optdigits,numerical,0.2975,two_step,Cheb
RSIF,26_optdigits,numerical,0.2323,two_step,Cheb
RSIF,26_optdigits,numerical,0.2638,two_step,Cheb
RSIF,26_optdigits,numerical,0.3512,two_step,Cheb
RSIF,26_optdigits,numerical,0.3173,two_step,Cheb
RSIF,COX2,graph,0.4836,random,Ipse
RSIF,COX2,graph,0.4,random,Ipse
RSIF,COX2,graph,0.3364,random,Ipse
RSIF,COX2,graph,0.6418,random,Ipse
RSIF,COX2,graph,0.5273,random,Ipse
RSIF,COX2,graph,0.5473,random,Ipse
RSIF,COX2,graph,0.5855,random,Ipse
RSIF,COX2,graph,0.4327,random,Ipse
RSIF,COX2,graph,0.4564,random,Ipse
RSIF,COX2,graph,0.4527,random,Ipse
RSIF,COX2,graph,0.5691,random,Port
RSIF,COX2,graph,0.4282,random,Port
RSIF,COX2,graph,0.6945,random,Port
RSIF,COX2,graph,0.6555,random,Port
RSIF,COX2,graph,0.3391,random,Port
RSIF,COX2,graph,0.5582,random,Port
RSIF,COX2,graph,0.5027,random,Port
RSIF,COX2,graph,0.3655,random,Port
RSIF,COX2,graph,0.6518,random,Port
RSIF,COX2,graph,0.5891,random,Port
RSIF,COX2,graph,0.53,random,NetS
RSIF,COX2,graph,0.5336,random,NetS
RSIF,COX2,graph,0.5345,random,NetS
RSIF,COX2,graph,0.6573,random,NetS
RSIF,COX2,graph,0.3627,random,NetS
RSIF,COX2,graph,0.6318,random,NetS
RSIF,COX2,graph,0.5445,random,NetS
RSIF,COX2,graph,0.3882,random,NetS
RSIF,COX2,graph,0.6136,random,NetS
RSIF,COX2,graph,0.4745,random,NetS
RSIF,COX2,graph,0.4982,random,Degr
RSIF,COX2,graph,0.4918,random,Degr
RSIF,COX2,graph,0.5218,random,Degr
RSIF,COX2,graph,0.5936,random,Degr
RSIF,COX2,graph,0.7,random,Degr
RSIF,COX2,graph,0.7009,random,Degr
RSIF,COX2,graph,0.7527,random,Degr
RSIF,COX2,graph,0.5636,random,Degr
RSIF,COX2,graph,0.7173,random,Degr
RSIF,COX2,graph,0.4818,random,Degr
RSIF,COX2,graph,0.5855,random,NetL
RSIF,COX2,graph,0.5691,random,NetL
RSIF,COX2,graph,0.5873,random,NetL
RSIF,COX2,graph,0.6627,random,NetL
RSIF,COX2,graph,0.5245,random,NetL
RSIF,COX2,graph,0.5018,random,NetL
RSIF,COX2,graph,0.6373,random,NetL
RSIF,COX2,graph,0.6473,random,NetL
RSIF,COX2,graph,0.6245,random,NetL
RSIF,COX2,graph,0.4982,random,NetL
RSIF,COX2,graph,0.7545,random,Nume
RSIF,COX2,graph,0.69,random,Nume
RSIF,COX2,graph,0.5509,random,Nume
RSIF,COX2,graph,0.7409,random,Nume
RSIF,COX2,graph,0.4645,random,Nume
RSIF,COX2,graph,0.54,random,Nume
RSIF,COX2,graph,0.61,random,Nume
RSIF,COX2,graph,0.6636,random,Nume
RSIF,COX2,graph,0.6573,random,Nume
RSIF,COX2,graph,0.4927,random,Nume
RSIF,COX2,graph,0.4582,global,Ipse
RSIF,COX2,graph,0.44,global,Ipse
RSIF,COX2,graph,0.4309,global,Ipse
RSIF,COX2,graph,0.6091,global,Ipse
RSIF,COX2,graph,0.5382,global,Ipse
RSIF,COX2,graph,0.5564,global,Ipse
RSIF,COX2,graph,0.6091,global,Ipse
RSIF,COX2,graph,0.5255,global,Ipse
RSIF,COX2,graph,0.4964,global,Ipse
RSIF,COX2,graph,0.4709,global,Ipse
RSIF,COX2,graph,0.5327,global,Port
RSIF,COX2,graph,0.4682,global,Port
RSIF,COX2,graph,0.6145,global,Port
RSIF,COX2,graph,0.61,global,Port
RSIF,COX2,graph,0.4555,global,Port
RSIF,COX2,graph,0.5818,global,Port
RSIF,COX2,graph,0.5409,global,Port
RSIF,COX2,graph,0.3855,global,Port
RSIF,COX2,graph,0.5318,global,Port
RSIF,COX2,graph,0.62,global,Port
RSIF,COX2,graph,0.5573,global,NetS
RSIF,COX2,graph,0.5391,global,NetS
RSIF,COX2,graph,0.5418,global,NetS
RSIF,COX2,graph,0.5991,global,NetS
RSIF,COX2,graph,0.3664,global,NetS
RSIF,COX2,graph,0.6445,global,NetS
RSIF,COX2,graph,0.6355,global,NetS
RSIF,COX2,graph,0.29,global,NetS
RSIF,COX2,graph,0.55,global,NetS
RSIF,COX2,graph,0.4927,global,NetS
RSIF,COX2,graph,0.4691,global,Degr
RSIF,COX2,graph,0.3718,global,Degr
RSIF,COX2,graph,0.5182,global,Degr
RSIF,COX2,graph,0.5918,global,Degr
RSIF,COX2,graph,0.6891,global,Degr
RSIF,COX2,graph,0.7064,global,Degr
RSIF,COX2,graph,0.7436,global,Degr
RSIF,COX2,graph,0.52,global,Degr
RSIF,COX2,graph,0.6936,global,Degr
RSIF,COX2,graph,0.54,global,Degr
RSIF,COX2,graph,0.5873,global,NetL
RSIF,COX2,graph,0.6755,global,NetL
RSIF,COX2,graph,0.6373,global,NetL
RSIF,COX2,graph,0.65,global,NetL
RSIF,COX2,graph,0.5318,global,NetL
RSIF,COX2,graph,0.5036,global,NetL
RSIF,COX2,graph,0.5845,global,NetL
RSIF,COX2,graph,0.6318,global,NetL
RSIF,COX2,graph,0.6045,global,NetL
RSIF,COX2,graph,0.4182,global,NetL
RSIF,COX2,graph,0.6818,global,Nume
RSIF,COX2,graph,0.6027,global,Nume
RSIF,COX2,graph,0.4927,global,Nume
RSIF,COX2,graph,0.6864,global,Nume
RSIF,COX2,graph,0.5664,global,Nume
RSIF,COX2,graph,0.5,global,Nume
RSIF,COX2,graph,0.6227,global,Nume
RSIF,COX2,graph,0.76,global,Nume
RSIF,COX2,graph,0.5918,global,Nume
RSIF,COX2,graph,0.3491,global,Nume
RSIF,COX2,graph,0.28,local,Ipse
RSIF,COX2,graph,0.4836,local,Ipse
RSIF,COX2,graph,0.4218,local,Ipse
RSIF,COX2,graph,0.5691,local,Ipse
RSIF,COX2,graph,0.5091,local,Ipse
RSIF,COX2,graph,0.4891,local,Ipse
RSIF,COX2,graph,0.6945,local,Ipse
RSIF,COX2,graph,0.3909,local,Ipse
RSIF,COX2,graph,0.4418,local,Ipse
RSIF,COX2,graph,0.4509,local,Ipse
RSIF,COX2,graph,0.5273,local,Port
RSIF,COX2,graph,0.5227,local,Port
RSIF,COX2,graph,0.4091,local,Port
RSIF,COX2,graph,0.6136,local,Port
RSIF,COX2,graph,0.4118,local,Port
RSIF,COX2,graph,0.4909,local,Port
RSIF,COX2,graph,0.5427,local,Port
RSIF,COX2,graph,0.3491,local,Port
RSIF,COX2,graph,0.5918,local,Port
RSIF,COX2,graph,0.6655,local,Port
RSIF,COX2,graph,0.5191,local,NetS
RSIF,COX2,graph,0.5409,local,NetS
RSIF,COX2,graph,0.5745,local,NetS
RSIF,COX2,graph,0.59,local,NetS
RSIF,COX2,graph,0.3627,local,NetS
RSIF,COX2,graph,0.6264,local,NetS
RSIF,COX2,graph,0.6245,local,NetS
RSIF,COX2,graph,0.35,local,NetS
RSIF,COX2,graph,0.5773,local,NetS
RSIF,COX2,graph,0.5036,local,NetS
RSIF,COX2,graph,0.4873,local,Degr
RSIF,COX2,graph,0.35,local,Degr
RSIF,COX2,graph,0.5055,local,Degr
RSIF,COX2,graph,0.57,local,Degr
RSIF,COX2,graph,0.6709,local,Degr
RSIF,COX2,graph,0.6627,local,Degr
RSIF,COX2,graph,0.7727,local,Degr
RSIF,COX2,graph,0.5164,local,Degr
RSIF,COX2,graph,0.6864,local,Degr
RSIF,COX2,graph,0.54,local,Degr
RSIF,COX2,graph,0.6382,local,NetL
RSIF,COX2,graph,0.6845,local,NetL
RSIF,COX2,graph,0.6164,local,NetL
RSIF,COX2,graph,0.6864,local,NetL
RSIF,COX2,graph,0.6027,local,NetL
RSIF,COX2,graph,0.5364,local,NetL
RSIF,COX2,graph,0.5373,local,NetL
RSIF,COX2,graph,0.6345,local,NetL
RSIF,COX2,graph,0.6973,local,NetL
RSIF,COX2,graph,0.4818,local,NetL
RSIF,COX2,graph,0.6836,local,Nume
RSIF,COX2,graph,0.6409,local,Nume
RSIF,COX2,graph,0.62,local,Nume
RSIF,COX2,graph,0.7136,local,Nume
RSIF,COX2,graph,0.4773,local,Nume
RSIF,COX2,graph,0.46,local,Nume
RSIF,COX2,graph,0.6682,local,Nume
RSIF,COX2,graph,0.8073,local,Nume
RSIF,COX2,graph,0.7227,local,Nume
RSIF,COX2,graph,0.3927,local,Nume
RSIF,COX2,graph,0.5509,two_step,Ipse
RSIF,COX2,graph,0.4455,two_step,Ipse
RSIF,COX2,graph,0.38,two_step,Ipse
RSIF,COX2,graph,0.6182,two_step,Ipse
RSIF,COX2,graph,0.4927,two_step,Ipse
RSIF,COX2,graph,0.48,two_step,Ipse
RSIF,COX2,graph,0.6109,two_step,Ipse
RSIF,COX2,graph,0.5145,two_step,Ipse
RSIF,COX2,graph,0.4436,two_step,Ipse
RSIF,COX2,graph,0.4964,two_step,Ipse
RSIF,COX2,graph,0.5109,two_step,Port
RSIF,COX2,graph,0.4464,two_step,Port
RSIF,COX2,graph,0.6345,two_step,Port
RSIF,COX2,graph,0.6136,two_step,Port
RSIF,COX2,graph,0.4755,two_step,Port
RSIF,COX2,graph,0.62,two_step,Port
RSIF,COX2,graph,0.5555,two_step,Port
RSIF,COX2,graph,0.3582,two_step,Port
RSIF,COX2,graph,0.5864,two_step,Port
RSIF,COX2,graph,0.6309,two_step,Port
RSIF,COX2,graph,0.5682,two_step,NetS
RSIF,COX2,graph,0.5082,two_step,NetS
RSIF,COX2,graph,0.4491,two_step,NetS
RSIF,COX2,graph,0.5427,two_step,NetS
RSIF,COX2,graph,0.3882,two_step,NetS
RSIF,COX2,graph,0.5682,two_step,NetS
RSIF,COX2,graph,0.5845,two_step,NetS
RSIF,COX2,graph,0.3173,two_step,NetS
RSIF,COX2,graph,0.6173,two_step,NetS
RSIF,COX2,graph,0.4236,two_step,NetS
RSIF,COX2,graph,0.5018,two_step,Degr
RSIF,COX2,graph,0.4555,two_step,Degr
RSIF,COX2,graph,0.5018,two_step,Degr
RSIF,COX2,graph,0.6245,two_step,Degr
RSIF,COX2,graph,0.6764,two_step,Degr
RSIF,COX2,graph,0.7245,two_step,Degr
RSIF,COX2,graph,0.7418,two_step,Degr
RSIF,COX2,graph,0.5564,two_step,Degr
RSIF,COX2,graph,0.6536,two_step,Degr
RSIF,COX2,graph,0.5545,two_step,Degr
RSIF,COX2,graph,0.6382,two_step,NetL
RSIF,COX2,graph,0.5973,two_step,NetL
RSIF,COX2,graph,0.6564,two_step,NetL
RSIF,COX2,graph,0.6264,two_step,NetL
RSIF,COX2,graph,0.51,two_step,NetL
RSIF,COX2,graph,0.5127,two_step,NetL
RSIF,COX2,graph,0.6118,two_step,NetL
RSIF,COX2,graph,0.6745,two_step,NetL
RSIF,COX2,graph,0.6009,two_step,NetL
RSIF,COX2,graph,0.4018,two_step,NetL
RSIF,COX2,graph,0.7418,two_step,Nume
RSIF,COX2,graph,0.6536,two_step,Nume
RSIF,COX2,graph,0.5727,two_step,Nume
RSIF,COX2,graph,0.6682,two_step,Nume
RSIF,COX2,graph,0.5755,two_step,Nume
RSIF,COX2,graph,0.4855,two_step,Nume
RSIF,COX2,graph,0.6391,two_step,Nume
RSIF,COX2,graph,0.6982,two_step,Nume
RSIF,COX2,graph,0.6536,two_step,Nume
RSIF,COX2,graph,0.4745,two_step,Nume
RSIF,BZR,graph,0.6125,random,Ipse
RSIF,BZR,graph,0.6562,random,Ipse
RSIF,BZR,graph,0.5542,random,Ipse
RSIF,BZR,graph,0.7812,random,Ipse
RSIF,BZR,graph,0.6708,random,Ipse
RSIF,BZR,graph,0.8021,random,Ipse
RSIF,BZR,graph,0.5792,random,Ipse
RSIF,BZR,graph,0.8333,random,Ipse
RSIF,BZR,graph,0.7271,random,Ipse
RSIF,BZR,graph,0.5438,random,Ipse
RSIF,BZR,graph,0.5229,random,Port
RSIF,BZR,graph,0.6021,random,Port
RSIF,BZR,graph,0.6542,random,Port
RSIF,BZR,graph,0.8333,random,Port
RSIF,BZR,graph,0.6312,random,Port
RSIF,BZR,graph,0.6875,random,Port
